lead_id,created_date,channel,campaign,company_segment,industry,employee_count,lead_score,first_response_hours,mql_date,sql_date,opportunity_date,customer_date,expected_arr,status
L10498,2025-12-30,Email Nurture,Campaign 5,Enterprise,SaaS,150,50,24,,,,,0,Lead
L10499,2025-04-18,Webinar,Campaign 3,Mid-Market,SaaS,150,50,33,,,,,0,Lead
L10500,2025-06-16,Paid Social,Campaign 0,Enterprise,SaaS,150,37,59,,,,,0,Lead
L10501,2025-08-18,Paid Social,Campaign 0,SMB,SaaS,150,40,21,,,,,0,Lead
L10502,2026-05-08,Paid Search,Campaign 1,Mid-Market,SaaS,150,73,26,2026-05-18,,,,0,MQL
L10503,2025-09-27,Organic Search,Campaign 2,Enterprise,SaaS,150,42,26,2025-10-03,2025-10-10,2025-11-04,2025-12-24,63100,Customer
L10504,2025-04-30,Paid Search,Campaign 1,SMB,SaaS,150,97,12,,,,,0,Lead
L10505,2025-06-12,Partner,Campaign 4,Mid-Market,SaaS,150,84,10,2025-06-16,2025-06-21,,,0,SQL
L10506,2025-06-28,Organic Search,Campaign 2,Mid-Market,SaaS,150,78,11,,,,,0,Lead
L10507,2025-08-29,Paid Social,Campaign 0,SMB,SaaS,150,98,27,2025-09-03,2025-09-12,2025-09-17,,67200,Opportunity
L10508,2025-12-16,Paid Social,Campaign 0,SMB,SaaS,150,96,45,,,,,0,Lead
L10509,2025-04-16,Paid Social,Campaign 0,SMB,SaaS,150,34,28,2025-04-26,,,,0,MQL
L10510,2026-04-17,Organic Search,Campaign 2,Enterprise,SaaS,150,45,11,2026-04-24,2026-04-27,2026-05-17,,61600,Opportunity
L10511,2026-03-07,Paid Social,Campaign 0,Mid-Market,SaaS,150,59,37,,,,,0,Lead
L10512,2025-06-16,Paid Social,Campaign 0,Enterprise,SaaS,150,97,25,,,,,0,Lead
L10513,2025-03-30,Paid Social,Campaign 0,Mid-Market,SaaS,150,61,45,,,,,0,Lead
L10514,2026-03-10,Paid Social,Campaign 0,SMB,SaaS,150,20,34,,,,,0,Lead
L10515,2025-08-28,Paid Search,Campaign 1,SMB,SaaS,150,62,13,2025-09-06,,,,0,MQL
L10516,2025-12-29,Paid Social,Campaign 0,SMB,SaaS,150,97,37,,,,,0,Lead
L10517,2025-02-08,Paid Search,Campaign 1,Mid-Market,SaaS,150,22,25,,,,,0,Lead
L10518,2025-08-27,Paid Social,Campaign 0,Enterprise,SaaS,150,26,23,,,,,0,Lead
L10519,2025-04-18,Partner,Campaign 4,Enterprise,SaaS,150,21,22,2025-04-27,,,,0,MQL
L10520,2026-06-07,Paid Search,Campaign 1,Mid-Market,SaaS,150,97,26,,,,,0,Lead
L10521,2025-05-02,Organic Search,Campaign 2,Enterprise,SaaS,150,55,22,,,,,0,Lead
L10522,2025-10-26,Email Nurture,Campaign 5,SMB,SaaS,150,56,23,2025-11-04,2025-11-06,,,0,SQL
L10523,2025-09-13,Paid Social,Campaign 0,SMB,SaaS,150,23,42,2025-09-20,,,,0,MQL
L10524,2026-05-13,Paid Search,Campaign 1,Mid-Market,SaaS,150,65,23,2026-05-16,,,,0,MQL
L10525,2025-04-10,Paid Social,Campaign 0,Enterprise,SaaS,150,95,28,,,,,0,Lead
L10526,2025-09-08,Paid Search,Campaign 1,SMB,SaaS,150,84,29,,,,,0,Lead
L10527,2025-04-01,Paid Search,Campaign 1,Enterprise,SaaS,150,82,14,2025-04-06,,,,0,MQL
L10528,2026-04-23,Paid Social,Campaign 0,Enterprise,SaaS,150,40,23,2026-04-24,,,,0,MQL
L10529,2025-09-27,Paid Search,Campaign 1,SMB,SaaS,150,89,29,2025-10-03,2025-10-07,2025-10-14,,15300,Opportunity
L10530,2025-02-18,Paid Social,Campaign 0,SMB,SaaS,150,87,31,2025-02-26,,,,0,MQL
L10531,2025-08-02,Paid Social,Campaign 0,SMB,SaaS,150,65,24,2025-08-12,,,,0,MQL
L10532,2025-12-16,Paid Social,Campaign 0,Enterprise,SaaS,150,89,50,,,,,0,Lead
L10533,2026-02-06,Partner,Campaign 4,Enterprise,SaaS,150,97,22,2026-02-14,,,,0,MQL
L10534,2026-06-01,Email Nurture,Campaign 5,Mid-Market,SaaS,150,40,28,,,,,0,Lead
L10535,2025-12-14,Paid Search,Campaign 1,SMB,SaaS,150,23,25,,,,,0,Lead
L10536,2025-03-12,Organic Search,Campaign 2,Enterprise,SaaS,150,33,23,,,,,0,Lead
L10537,2025-04-27,Paid Social,Campaign 0,SMB,SaaS,150,40,21,2025-04-28,,,,0,MQL
L10538,2026-01-06,Paid Search,Campaign 1,Mid-Market,SaaS,150,21,28,2026-01-16,,,,0,MQL
L10539,2025-07-28,Paid Social,Campaign 0,SMB,SaaS,150,80,29,2025-08-03,2025-08-15,2025-08-25,,51600,Opportunity
L10540,2026-03-23,Partner,Campaign 4,Mid-Market,SaaS,150,30,20,,,,,0,Lead
L10541,2025-03-17,Paid Social,Campaign 0,SMB,SaaS,150,47,54,2025-03-19,,,,0,MQL
L10542,2025-12-28,Organic Search,Campaign 2,Enterprise,SaaS,150,95,12,,,,,0,Lead
L10543,2025-02-25,Paid Social,Campaign 0,Enterprise,SaaS,150,90,44,,,,,0,Lead
L10544,2025-08-21,Organic Search,Campaign 2,SMB,SaaS,150,97,14,,,,,0,Lead
L10545,2026-04-23,Paid Social,Campaign 0,SMB,SaaS,150,51,26,,,,,0,Lead
L10546,2026-02-18,Webinar,Campaign 3,Enterprise,SaaS,150,69,23,2026-02-23,2026-03-06,2026-03-23,,80100,Opportunity
L10547,2025-01-07,Organic Search,Campaign 2,SMB,SaaS,150,25,23,2025-01-10,,,,0,MQL
L10548,2025-05-21,Paid Social,Campaign 0,SMB,SaaS,150,79,21,2025-05-29,,,,0,MQL
L10549,2025-11-05,Organic Search,Campaign 2,Enterprise,SaaS,150,23,14,2025-11-15,2025-11-21,2025-11-27,,85200,Opportunity
L10550,2025-07-09,Paid Search,Campaign 1,Mid-Market,SaaS,150,52,22,,,,,0,Lead
L10551,2025-03-24,Paid Social,Campaign 0,SMB,SaaS,150,45,55,,,,,0,Lead
L10552,2025-02-25,Email Nurture,Campaign 5,Enterprise,SaaS,150,45,29,,,,,0,Lead
L10553,2025-07-08,Paid Social,Campaign 0,Mid-Market,SaaS,150,73,32,,,,,0,Lead
L10554,2025-03-23,Partner,Campaign 4,Enterprise,SaaS,150,71,11,2025-03-24,2025-04-07,2025-05-06,,11100,Opportunity
L10555,2025-08-27,Paid Search,Campaign 1,Enterprise,SaaS,150,20,23,2025-08-30,2025-09-06,2025-09-15,2025-09-28,50600,Customer
L10556,2025-03-06,Paid Search,Campaign 1,Enterprise,SaaS,150,20,28,,,,,0,Lead
L10557,2025-08-10,Organic Search,Campaign 2,Enterprise,SaaS,150,42,25,,,,,0,Lead
L10558,2026-05-05,Webinar,Campaign 3,Enterprise,SaaS,150,91,31,,,,,0,Lead
L10559,2025-11-14,Organic Search,Campaign 2,Enterprise,SaaS,150,36,15,2025-11-21,,,,0,MQL
L10560,2025-10-02,Paid Search,Campaign 1,Enterprise,SaaS,150,68,20,2025-10-11,,,,0,MQL
L10561,2025-08-14,Organic Search,Campaign 2,SMB,SaaS,150,23,22,2025-08-15,2025-08-31,2025-09-22,,36900,Opportunity
L10562,2025-02-20,Paid Social,Campaign 0,Mid-Market,SaaS,150,25,50,,,,,0,Lead
L10563,2025-05-31,Paid Search,Campaign 1,SMB,SaaS,150,82,24,2025-06-05,,,,0,MQL
L10564,2025-02-24,Email Nurture,Campaign 5,Mid-Market,SaaS,150,70,21,2025-02-28,2025-03-05,2025-03-12,2025-05-06,21000,Customer
L10565,2025-08-14,Webinar,Campaign 3,SMB,SaaS,150,89,27,2025-08-22,,,,0,MQL
L10566,2025-02-01,Organic Search,Campaign 2,SMB,SaaS,150,78,12,2025-02-09,2025-02-15,,,0,SQL
L10567,2025-03-12,Paid Social,Campaign 0,Enterprise,SaaS,150,48,53,,,,,0,Lead
L10568,2025-08-06,Paid Social,Campaign 0,Enterprise,SaaS,150,26,36,,,,,0,Lead
L10569,2025-02-01,Paid Search,Campaign 1,Enterprise,SaaS,150,71,29,,,,,0,Lead
L10570,2025-09-14,Partner,Campaign 4,Mid-Market,SaaS,150,67,19,2025-09-19,2025-09-25,2025-10-17,2025-11-17,11700,Customer
L10571,2025-10-19,Organic Search,Campaign 2,Mid-Market,SaaS,150,87,19,,,,,0,Lead
L10572,2025-02-13,Paid Search,Campaign 1,Enterprise,SaaS,150,79,15,,,,,0,Lead
L10573,2025-08-27,Webinar,Campaign 3,Enterprise,SaaS,150,23,18,2025-08-29,2025-09-12,2025-09-27,,14200,Opportunity
L10574,2026-07-01,Webinar,Campaign 3,Mid-Market,SaaS,150,54,24,,,,,0,Lead
L10575,2025-07-06,Paid Search,Campaign 1,Mid-Market,SaaS,150,96,10,,,,,0,Lead
L10576,2026-04-05,Organic Search,Campaign 2,Mid-Market,SaaS,150,46,16,2026-04-13,,,,0,MQL
L10577,2025-04-28,Paid Search,Campaign 1,Mid-Market,SaaS,150,30,11,,,,,0,Lead
L10578,2025-06-28,Paid Social,Campaign 0,Enterprise,SaaS,150,89,31,,,,,0,Lead
L10579,2025-05-30,Email Nurture,Campaign 5,SMB,SaaS,150,56,31,2025-05-31,,,,0,MQL
L10580,2026-01-16,Paid Search,Campaign 1,Mid-Market,SaaS,150,72,21,2026-01-20,2026-01-21,,,0,SQL
L10581,2026-01-24,Paid Social,Campaign 0,Enterprise,SaaS,150,36,46,,,,,0,Lead
L10582,2025-06-16,Webinar,Campaign 3,Mid-Market,SaaS,150,35,24,2025-06-21,2025-07-06,2025-08-04,,9700,Opportunity
L10583,2026-02-17,Webinar,Campaign 3,SMB,SaaS,150,93,33,2026-02-24,,,,0,MQL
L10584,2025-06-25,Paid Social,Campaign 0,Enterprise,SaaS,150,72,34,,,,,0,Lead
L10585,2025-08-09,Partner,Campaign 4,SMB,SaaS,150,27,18,,,,,0,Lead
L10586,2025-10-16,Paid Social,Campaign 0,Mid-Market,SaaS,150,45,21,2025-10-23,,,,0,MQL
L10587,2025-09-12,Paid Search,Campaign 1,Enterprise,SaaS,150,94,14,,,,,0,Lead
L10588,2025-02-19,Paid Social,Campaign 0,SMB,SaaS,150,40,30,2025-02-28,2025-03-02,,,0,SQL
L10589,2026-06-26,Paid Social,Campaign 0,Mid-Market,SaaS,150,77,43,2026-07-02,,,,0,MQL
L10590,2025-11-29,Email Nurture,Campaign 5,Mid-Market,SaaS,150,98,26,,,,,0,Lead
L10591,2026-06-06,Paid Social,Campaign 0,Mid-Market,SaaS,150,82,48,2026-06-08,,,,0,MQL
L10592,2026-04-09,Paid Social,Campaign 0,Enterprise,SaaS,150,54,59,2026-04-19,,,,0,MQL
L10593,2026-01-06,Paid Search,Campaign 1,SMB,SaaS,150,93,25,2026-01-13,,,,0,MQL
L10594,2025-09-24,Email Nurture,Campaign 5,Enterprise,SaaS,150,31,26,2025-10-01,,,,0,MQL
L10595,2026-04-02,Paid Search,Campaign 1,Mid-Market,SaaS,150,57,21,,,,,0,Lead
L10596,2026-02-18,Webinar,Campaign 3,Enterprise,SaaS,150,49,34,2026-02-20,2026-02-28,2026-03-07,,15700,Opportunity
L10597,2025-01-13,Paid Social,Campaign 0,SMB,SaaS,150,95,31,2025-01-14,,,,0,MQL
L10598,2025-09-24,Paid Search,Campaign 1,Mid-Market,SaaS,150,90,28,,,,,0,Lead
L10599,2025-03-20,Paid Search,Campaign 1,Enterprise,SaaS,150,65,25,,,,,0,Lead
L10600,2026-05-15,Paid Search,Campaign 1,Mid-Market,SaaS,150,81,29,,,,,0,Lead
L10601,2025-12-14,Webinar,Campaign 3,Mid-Market,SaaS,150,42,37,,,,,0,Lead
L10602,2025-02-03,Organic Search,Campaign 2,SMB,SaaS,150,25,27,2025-02-07,2025-02-18,,,0,SQL
L10603,2025-11-07,Organic Search,Campaign 2,Mid-Market,SaaS,150,66,21,,,,,0,Lead
L10604,2025-08-31,Paid Social,Campaign 0,Enterprise,SaaS,150,34,58,2025-09-02,,,,0,MQL
L10605,2026-04-13,Organic Search,Campaign 2,SMB,SaaS,150,47,10,2026-04-20,2026-05-03,,,0,SQL
L10606,2025-01-26,Webinar,Campaign 3,Enterprise,SaaS,150,82,19,,,,,0,Lead
L10607,2025-06-26,Partner,Campaign 4,Mid-Market,SaaS,150,36,10,2025-06-28,2025-07-04,2025-07-18,2025-08-12,61000,Customer
L10608,2026-03-24,Organic Search,Campaign 2,Enterprise,SaaS,150,77,23,2026-04-01,2026-04-17,,,0,SQL
L10609,2026-04-21,Paid Social,Campaign 0,Enterprise,SaaS,150,20,28,2026-04-27,,,,0,MQL
L10610,2025-02-15,Organic Search,Campaign 2,Enterprise,SaaS,150,28,19,,,,,0,Lead
L10611,2025-05-06,Paid Search,Campaign 1,Mid-Market,SaaS,150,49,18,2025-05-16,,,,0,MQL
L10612,2026-02-09,Partner,Campaign 4,SMB,SaaS,150,34,16,,,,,0,Lead
L10613,2025-08-17,Paid Search,Campaign 1,SMB,SaaS,150,78,17,2025-08-19,,,,0,MQL
L10614,2025-07-13,Paid Search,Campaign 1,Enterprise,SaaS,150,82,24,2025-07-17,2025-07-29,2025-08-12,,21900,Opportunity
L10615,2025-07-14,Paid Social,Campaign 0,SMB,SaaS,150,45,51,,,,,0,Lead
L10616,2026-06-01,Paid Search,Campaign 1,SMB,SaaS,150,45,13,,,,,0,Lead
L10617,2025-04-02,Organic Search,Campaign 2,Mid-Market,SaaS,150,85,14,2025-04-10,,,,0,MQL
L10618,2025-03-01,Partner,Campaign 4,Mid-Market,SaaS,150,35,21,2025-03-08,2025-03-20,2025-03-31,,15500,Opportunity
L10619,2026-04-05,Paid Social,Campaign 0,Enterprise,SaaS,150,60,61,,,,,0,Lead
L10620,2025-02-17,Organic Search,Campaign 2,SMB,SaaS,150,88,23,2025-02-23,,,,0,MQL
L10621,2025-05-21,Paid Search,Campaign 1,Mid-Market,SaaS,150,37,19,2025-05-29,,,,0,MQL
L10622,2025-05-15,Paid Social,Campaign 0,SMB,SaaS,150,97,43,2025-05-22,,,,0,MQL
L10623,2025-05-11,Paid Social,Campaign 0,SMB,SaaS,150,21,46,2025-05-14,,,,0,MQL
L10624,2025-06-18,Paid Social,Campaign 0,Mid-Market,SaaS,150,85,31,,,,,0,Lead
L10625,2025-07-24,Email Nurture,Campaign 5,Mid-Market,SaaS,150,35,34,2025-07-29,,,,0,MQL
L10626,2025-04-01,Webinar,Campaign 3,SMB,SaaS,150,36,41,2025-04-04,2025-04-14,2025-04-18,2025-05-17,74100,Customer
L10627,2025-11-26,Paid Social,Campaign 0,SMB,SaaS,150,65,51,,,,,0,Lead
L10628,2025-11-12,Organic Search,Campaign 2,SMB,SaaS,150,31,16,,,,,0,Lead
L10629,2025-12-05,Organic Search,Campaign 2,Enterprise,SaaS,150,88,25,2025-12-06,2025-12-12,,,0,SQL
L10630,2026-06-25,Paid Social,Campaign 0,Mid-Market,SaaS,150,23,23,,,,,0,Lead
L10631,2025-12-19,Organic Search,Campaign 2,Enterprise,SaaS,150,52,13,,,,,0,Lead
L10632,2025-04-09,Paid Social,Campaign 0,Mid-Market,SaaS,150,78,43,2025-04-18,2025-04-20,2025-05-19,,22700,Opportunity
L10633,2025-03-21,Partner,Campaign 4,Enterprise,SaaS,150,87,22,,,,,0,Lead
L10634,2025-10-08,Email Nurture,Campaign 5,Mid-Market,SaaS,150,93,13,2025-10-17,,,,0,MQL
L10635,2026-05-21,Partner,Campaign 4,Enterprise,SaaS,150,61,9,,,,,0,Lead
L10636,2026-02-19,Email Nurture,Campaign 5,SMB,SaaS,150,22,27,2026-02-28,,,,0,MQL
L10637,2025-06-20,Paid Search,Campaign 1,Enterprise,SaaS,150,64,26,2025-06-30,,,,0,MQL
L10638,2026-01-01,Paid Social,Campaign 0,SMB,SaaS,150,35,42,2026-01-05,,,,0,MQL
L10639,2025-09-13,Paid Social,Campaign 0,Enterprise,SaaS,150,69,40,,,,,0,Lead
L10640,2025-01-15,Partner,Campaign 4,Mid-Market,SaaS,150,63,14,2025-01-23,2025-01-24,2025-02-06,,48400,Opportunity
L10641,2025-03-22,Email Nurture,Campaign 5,Enterprise,SaaS,150,57,32,2025-04-01,,,,0,MQL
L10642,2026-02-18,Paid Social,Campaign 0,SMB,SaaS,150,63,27,,,,,0,Lead
L10643,2025-10-16,Email Nurture,Campaign 5,Mid-Market,SaaS,150,54,25,,,,,0,Lead
L10644,2025-03-30,Organic Search,Campaign 2,Enterprise,SaaS,150,53,12,2025-04-03,,,,0,MQL
L10645,2025-12-15,Paid Social,Campaign 0,SMB,SaaS,150,70,24,2025-12-19,,,,0,MQL
L10646,2025-10-31,Paid Social,Campaign 0,SMB,SaaS,150,46,26,,,,,0,Lead
L10647,2025-09-07,Paid Social,Campaign 0,SMB,SaaS,150,76,35,2025-09-09,,,,0,MQL
L10648,2026-06-08,Paid Social,Campaign 0,SMB,SaaS,150,61,42,,,,,0,Lead
L10649,2025-06-30,Paid Search,Campaign 1,Enterprise,SaaS,150,53,28,2025-07-05,,,,0,MQL
L10650,2025-05-11,Paid Social,Campaign 0,Enterprise,SaaS,150,93,28,2025-05-19,,,,0,MQL
L10651,2026-05-13,Webinar,Campaign 3,SMB,SaaS,150,63,30,,,,,0,Lead
L10652,2025-11-30,Paid Social,Campaign 0,Mid-Market,SaaS,150,22,43,2025-12-07,,,,0,MQL
L10653,2025-10-11,Webinar,Campaign 3,Mid-Market,SaaS,150,68,24,2025-10-17,,,,0,MQL
L10654,2026-05-25,Paid Social,Campaign 0,Mid-Market,SaaS,150,22,58,,,,,0,Lead
L10655,2026-02-26,Webinar,Campaign 3,SMB,SaaS,150,58,28,2026-03-05,,,,0,MQL
L10656,2026-04-01,Email Nurture,Campaign 5,Enterprise,SaaS,150,47,20,2026-04-07,,,,0,MQL
L10657,2025-06-03,Organic Search,Campaign 2,SMB,SaaS,150,31,19,2025-06-05,,,,0,MQL
L10658,2025-03-29,Email Nurture,Campaign 5,Enterprise,SaaS,150,43,29,2025-04-06,2025-04-20,2025-05-18,,9300,Opportunity
L10659,2026-05-15,Organic Search,Campaign 2,SMB,SaaS,150,79,16,,,,,0,Lead
L10660,2025-02-21,Organic Search,Campaign 2,Mid-Market,SaaS,150,35,23,2025-02-22,,,,0,MQL
L10661,2025-01-09,Paid Search,Campaign 1,Mid-Market,SaaS,150,87,12,2025-01-18,2025-01-28,,,0,SQL
L10662,2026-02-06,Paid Social,Campaign 0,Enterprise,SaaS,150,53,59,2026-02-11,,,,0,MQL
L10663,2025-08-06,Paid Social,Campaign 0,SMB,SaaS,150,23,21,2025-08-11,,,,0,MQL
L10664,2025-03-14,Paid Search,Campaign 1,Enterprise,SaaS,150,66,28,2025-03-20,,,,0,MQL
L10665,2026-04-26,Paid Social,Campaign 0,SMB,SaaS,150,73,24,,,,,0,Lead
L10666,2026-03-21,Organic Search,Campaign 2,Enterprise,SaaS,150,84,12,2026-03-26,2026-03-27,2026-03-31,2026-05-24,51600,Customer
L10667,2026-06-11,Organic Search,Campaign 2,Enterprise,SaaS,150,51,18,2026-06-21,,,,0,MQL
L10668,2025-06-13,Organic Search,Campaign 2,SMB,SaaS,150,44,25,,,,,0,Lead
L10669,2026-04-07,Paid Social,Campaign 0,Mid-Market,SaaS,150,55,46,,,,,0,Lead
L10670,2026-06-21,Email Nurture,Campaign 5,SMB,SaaS,150,65,14,,,,,0,Lead
L10671,2025-03-26,Webinar,Campaign 3,SMB,SaaS,150,35,27,2025-03-28,,,,0,MQL
L10672,2026-03-26,Webinar,Campaign 3,Enterprise,SaaS,150,57,35,,,,,0,Lead
L10673,2025-05-18,Paid Social,Campaign 0,Enterprise,SaaS,150,34,50,,,,,0,Lead
L10674,2025-04-15,Paid Search,Campaign 1,Enterprise,SaaS,150,68,24,2025-04-19,,,,0,MQL
L10675,2026-03-25,Paid Search,Campaign 1,Enterprise,SaaS,150,97,28,2026-04-02,,,,0,MQL
L10676,2025-12-21,Paid Search,Campaign 1,Enterprise,SaaS,150,74,28,,,,,0,Lead
L10677,2025-10-03,Paid Social,Campaign 0,Enterprise,SaaS,150,96,58,2025-10-13,,,,0,MQL
L10678,2025-01-22,Paid Social,Campaign 0,Enterprise,SaaS,150,41,46,,,,,0,Lead
L10679,2025-04-24,Paid Social,Campaign 0,Enterprise,SaaS,150,23,32,,,,,0,Lead
L10680,2025-07-23,Paid Search,Campaign 1,SMB,SaaS,150,42,20,,,,,0,Lead
L10681,2025-06-15,Paid Search,Campaign 1,SMB,SaaS,150,20,21,,,,,0,Lead
L10682,2025-03-10,Paid Social,Campaign 0,Mid-Market,SaaS,150,48,43,,,,,0,Lead
L10683,2025-05-29,Organic Search,Campaign 2,Mid-Market,SaaS,150,67,20,2025-06-02,,,,0,MQL
L10684,2026-04-15,Paid Social,Campaign 0,Mid-Market,SaaS,150,96,45,,,,,0,Lead
L10685,2026-01-11,Paid Social,Campaign 0,Mid-Market,SaaS,150,26,23,,,,,0,Lead
L10686,2025-10-03,Webinar,Campaign 3,Enterprise,SaaS,150,92,34,2025-10-04,2025-10-12,2025-10-27,,50700,Opportunity
L10687,2025-06-04,Organic Search,Campaign 2,Enterprise,SaaS,150,45,11,,,,,0,Lead
L10688,2026-01-19,Email Nurture,Campaign 5,Mid-Market,SaaS,150,48,21,,,,,0,Lead
L10689,2025-06-07,Paid Social,Campaign 0,Enterprise,SaaS,150,82,41,,,,,0,Lead
L10690,2025-05-03,Organic Search,Campaign 2,Mid-Market,SaaS,150,34,11,,,,,0,Lead
L10691,2025-04-01,Paid Search,Campaign 1,Enterprise,SaaS,150,69,26,,,,,0,Lead
L10692,2026-05-28,Paid Search,Campaign 1,SMB,SaaS,150,87,11,,,,,0,Lead
L10693,2025-07-22,Webinar,Campaign 3,Enterprise,SaaS,150,93,35,2025-07-26,,,,0,MQL
L10694,2026-03-20,Partner,Campaign 4,SMB,SaaS,150,31,23,2026-03-21,,,,0,MQL
L10695,2025-03-13,Partner,Campaign 4,Mid-Market,SaaS,150,78,17,2025-03-21,,,,0,MQL
L10696,2025-07-12,Partner,Campaign 4,Enterprise,SaaS,150,94,15,,,,,0,Lead
L10697,2026-04-14,Partner,Campaign 4,Mid-Market,SaaS,150,38,14,2026-04-19,,,,0,MQL
L10698,2026-06-01,Partner,Campaign 4,Enterprise,SaaS,150,92,22,,,,,0,Lead
L10699,2026-01-07,Paid Social,Campaign 0,SMB,SaaS,150,83,29,,,,,0,Lead
L10700,2026-06-29,Email Nurture,Campaign 5,Enterprise,SaaS,150,57,33,,,,,0,Lead
L10701,2026-05-17,Email Nurture,Campaign 5,Enterprise,SaaS,150,74,25,2026-05-27,2026-06-04,2026-06-17,,25300,Opportunity
L10702,2026-03-05,Webinar,Campaign 3,Mid-Market,SaaS,150,53,19,,,,,0,Lead
L10703,2026-01-11,Paid Social,Campaign 0,Mid-Market,SaaS,150,49,53,,,,,0,Lead
L10704,2026-04-19,Paid Social,Campaign 0,SMB,SaaS,150,91,55,,,,,0,Lead
L10705,2025-07-17,Paid Social,Campaign 0,SMB,SaaS,150,26,51,,,,,0,Lead
L10706,2026-04-21,Paid Social,Campaign 0,Enterprise,SaaS,150,33,57,,,,,0,Lead
L10707,2025-12-29,Paid Social,Campaign 0,Mid-Market,SaaS,150,75,47,,,,,0,Lead
L10708,2026-01-16,Paid Social,Campaign 0,SMB,SaaS,150,93,41,,,,,0,Lead
L10709,2025-09-30,Organic Search,Campaign 2,Enterprise,SaaS,150,54,15,2025-10-08,,,,0,MQL
L10710,2025-07-05,Paid Social,Campaign 0,Mid-Market,SaaS,150,35,27,2025-07-14,2025-07-28,,,0,SQL
L10711,2025-04-21,Partner,Campaign 4,Enterprise,SaaS,150,36,11,,,,,0,Lead
L10712,2025-12-31,Webinar,Campaign 3,SMB,SaaS,150,49,20,2026-01-01,,,,0,MQL
L10713,2026-03-06,Organic Search,Campaign 2,SMB,SaaS,150,76,16,2026-03-09,2026-03-16,,,0,SQL
L10714,2025-08-14,Organic Search,Campaign 2,Enterprise,SaaS,150,25,23,,,,,0,Lead
L10715,2025-07-30,Paid Social,Campaign 0,Enterprise,SaaS,150,93,33,2025-08-05,2025-08-21,,,0,SQL
L10716,2025-03-19,Paid Search,Campaign 1,SMB,SaaS,150,67,14,2025-03-23,,,,0,MQL
L10717,2025-01-18,Webinar,Campaign 3,Enterprise,SaaS,150,98,41,,,,,0,Lead
L10718,2025-07-31,Organic Search,Campaign 2,Mid-Market,SaaS,150,94,25,,,,,0,Lead
L10719,2025-05-23,Paid Social,Campaign 0,Enterprise,SaaS,150,22,24,2025-05-29,,,,0,MQL
L10720,2025-09-03,Paid Social,Campaign 0,Enterprise,SaaS,150,72,53,2025-09-06,,,,0,MQL
L10721,2025-12-13,Organic Search,Campaign 2,Mid-Market,SaaS,150,49,14,2025-12-19,2026-01-02,2026-01-06,,72700,Opportunity
L10722,2025-04-20,Organic Search,Campaign 2,Enterprise,SaaS,150,98,12,2025-04-27,2025-05-11,2025-05-26,,61200,Opportunity
L10723,2025-09-15,Organic Search,Campaign 2,Enterprise,SaaS,150,87,14,2025-09-16,2025-09-18,,,0,SQL
L10724,2025-11-29,Organic Search,Campaign 2,Enterprise,SaaS,150,31,11,,,,,0,Lead
L10725,2025-02-09,Paid Search,Campaign 1,Mid-Market,SaaS,150,66,14,,,,,0,Lead
L10726,2025-05-18,Paid Search,Campaign 1,Enterprise,SaaS,150,57,28,,,,,0,Lead
L10727,2025-11-24,Paid Social,Campaign 0,Mid-Market,SaaS,150,48,61,2025-11-26,,,,0,MQL
L10728,2025-10-08,Paid Search,Campaign 1,SMB,SaaS,150,28,14,2025-10-14,,,,0,MQL
L10729,2026-04-12,Organic Search,Campaign 2,SMB,SaaS,150,85,19,2026-04-19,,,,0,MQL
L10730,2025-12-09,Paid Social,Campaign 0,Mid-Market,SaaS,150,20,26,2025-12-18,,,,0,MQL
L10731,2025-06-22,Paid Social,Campaign 0,Mid-Market,SaaS,150,76,61,,,,,0,Lead
L10732,2025-08-14,Webinar,Campaign 3,Enterprise,SaaS,150,95,18,,,,,0,Lead
L10733,2026-01-12,Email Nurture,Campaign 5,Enterprise,SaaS,150,41,17,2026-01-21,,,,0,MQL
L10734,2025-07-14,Organic Search,Campaign 2,Mid-Market,SaaS,150,29,17,2025-07-18,2025-08-02,2025-08-14,,13300,Opportunity
L10735,2025-04-21,Paid Social,Campaign 0,SMB,SaaS,150,98,20,,,,,0,Lead
L10736,2025-01-12,Paid Search,Campaign 1,SMB,SaaS,150,72,14,,,,,0,Lead
L10737,2025-09-22,Organic Search,Campaign 2,Mid-Market,SaaS,150,34,21,2025-09-23,,,,0,MQL
L10738,2025-09-25,Paid Search,Campaign 1,Enterprise,SaaS,150,60,22,,,,,0,Lead
L10739,2026-03-05,Paid Search,Campaign 1,SMB,SaaS,150,90,16,,,,,0,Lead
L10740,2026-02-01,Paid Social,Campaign 0,SMB,SaaS,150,20,28,2026-02-05,,,,0,MQL
L10741,2026-06-25,Paid Search,Campaign 1,Mid-Market,SaaS,150,78,25,2026-06-28,,,,0,MQL
L10742,2025-01-13,Webinar,Campaign 3,SMB,SaaS,150,60,30,2025-01-18,,,,0,MQL
L10743,2026-05-03,Partner,Campaign 4,Enterprise,SaaS,150,90,23,2026-05-08,2026-05-16,2026-06-04,,15200,Opportunity
L10744,2025-09-20,Partner,Campaign 4,SMB,SaaS,150,89,9,,,,,0,Lead
L10745,2025-07-16,Paid Social,Campaign 0,Mid-Market,SaaS,150,44,49,,,,,0,Lead
L10746,2025-05-04,Paid Social,Campaign 0,Mid-Market,SaaS,150,26,51,2025-05-13,,,,0,MQL
L10747,2025-09-21,Paid Search,Campaign 1,SMB,SaaS,150,88,13,,,,,0,Lead
